Time,Click alternative,Participant,Training,Correct target,Link Density,Click time,Address,Found target,Letters shown,Key pressed,Activated buttons,Found rectangle,Key released,Dwell target,Found confirm,Dwell confirm,Mouse clicked,Clicked button,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,2nd longest dwell,Total dwell,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,Link centre X,Link centre Y,Link width,Link height,Gaze X,Gaze Y
11:27:56:636,Touch Eye Dynamic,19,0,1,1,1782,file:///C:/wikipedia-schools-3.0.1/wp/u/Ultraviolet.htm,,,,,,,429,1149,203,,Dark Green,0,0,0,0,0,1,0,0,202,0,0,0,0,0,202,0,617.578125,274.5,72,19,,
11:28:01:725,Touch Eye Dynamic,19,0,1,1,2618,file:///C:/wikipedia-schools-3.0.1/wp/l/Latin.htm,,,,,,,527,911,1179,,Yellow,0,0,0,0,1,0,0,58,548,0,0,0,0,200,58,0,482.8203125,792.5,38,19,,
11:28:06:023,Touch Eye Dynamic,19,0,1,1,1815,file:///C:/wikipedia-schools-3.0.1/wp/i/Italy.htm,,,,,,,550,1053,211,,Blue,0,0,0,0,0,0,1,89,417,0,0,0,27,29,89,211,546.3046875,274.5,118,19,,
11:34:13:816,Multiple Confirm,19,0,1,4,2585,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,,,,,,,418,1951,215,,0x808080ff,0,0,0,0,0,0,0,0,215,0,0,0,0,0,215,0,88.45910645,181.5,63,17,,
11:34:18:478,Multiple Confirm,19,0,1,6,2217,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,1094,,,,,,,908,215,,0x808080ff,0,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,88.45417786,382.5,133,15,,
11:34:23:651,Multiple Confirm,19,0,1,1,2729,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.Linguistics.htm,,,,,,,400,1245,1082,,0x808080ff,0,0,0,0,0,0,0,0,461,215,0,0,0,0,0,0,849.0338745,459,65,14,,
11:34:29:244,Multiple Confirm,19,0,1,2,3165,file:///C:/wikipedia-schools-3.0.1/wp/v/Vowel.htm,737,,,,,,,1379,1047,,0x808080ff,0,0,0,0,0,0,0,0,425,212,0,0,0,0,0,0,241,465.5,46,19,,
11:34:37:805,Multiple Confirm,19,0,1,4,6092,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,3932,,,,,,,1935,224,,0x808080ff,0,0,0,0,0,0,0,0,224,0,224,0,0,0,0,0,87.76922607,322.5,63,15,,
11:34:44:451,Multiple Confirm,19,0,1,5,4198,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,2523,,,,,,,1463,211,,0x808080ff,0,0,0,0,0,0,0,0,211,0,0,0,211,0,0,0,88.19244385,202.5,19,15,,
11:34:49:089,Multiple Confirm,19,0,1,6,2210,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,1171,,,,,,,839,200,,0x808080ff,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,87.97486877,442.5,41,15,,
11:34:55:422,Multiple Confirm,19,0,1,4,3904,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,2335,,,,,,,1354,214,,0x808080ff,0,0,0,0,0,0,0,30,243,30,0,213,0,0,0,0,88.26295471,502.5,47,15,,
11:35:01:364,Multiple Confirm,19,0,1,4,3505,file:///C:/wikipedia-schools-3.0.1/wp/b/Blind_experiment.htm,2182,,,,,,,1107,215,,0x808080ff,0,0,0,0,0,0,0,0,215,0,215,0,0,0,0,0,691,615.5,122,19,,
11:35:11:964,Multiple Confirm,19,0,1,1,8158,file:///C:/wikipedia-schools-3.0.1/wp/m/Medicine.htm,3830,,,,,,,942,3385,,0x808080ff,0,0,0,0,0,0,0,0,519,215,0,0,0,0,0,0,983.1015625,410.5,67,19,,
11:35:16:583,Multiple Confirm,19,0,1,1,2155,file:///C:/wikipedia-schools-3.0.1/wp/h/Hippocrates.htm,1119,,,,,,,817,217,,0x808080ff,0,0,0,0,0,0,0,0,217,217,0,0,0,0,0,0,284.4140625,714.5,89,19,,
11:35:23:018,Multiple Confirm,19,0,1,5,3975,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,1136,,,,,,,2621,217,,0x808080ff,0,0,0,0,0,0,0,0,216,0,0,216,0,0,0,0,88.02263641,302.5,73,15,,
11:35:30:753,Multiple Confirm,19,0,0,5,5284,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,,,,,,,,,5284,,0x808080ff,0,0,0,0,0,0,0,0,213,0,0,0,0,213,0,0,88.02263641,302.5,73,15,,
11:35:35:848,Multiple Confirm,19,0,1,6,2662,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,1077,,,,,,,1147,437,,0x808080ff,0,0,0,0,0,0,0,0,310,0,0,217,0,0,0,0,88.36573029,402.5,73,15,,
11:35:41:621,Multiple Confirm,19,0,1,3,3327,file:///C:/wikipedia-schools-3.0.1/wp/a/Abacus.htm,2144,,,,,,,963,219,,0x808080ff,0,0,0,0,0,0,0,0,219,0,219,0,0,0,0,0,862,331.5,56,19,,
11:35:46:151,Multiple Confirm,19,0,1,2,2071,file:///C:/wikipedia-schools-3.0.1/wp/c/China.htm,1098,,,,,,,758,214,,0x808080ff,0,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,925.0546875,250.5,45,19,,
11:35:51:454,Multiple Confirm,19,0,1,6,2665,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,1089,,,,,,,1369,206,,0x808080ff,0,0,0,0,0,0,0,0,206,0,0,206,0,0,0,0,87.85051346,262.5,55,15,,
11:35:56:508,Multiple Confirm,19,0,1,6,2613,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,1106,,,,,,,1293,213,,0x808080ff,0,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,88.14930725,362.5,131,15,,
11:36:06:430,Multiple Confirm,19,0,1,1,7485,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.Companies.htm,2159,,,,,,,1363,3962,,0x808080ff,0,0,0,0,0,0,0,0,477,207,0,0,0,0,0,0,273.3778687,495,67,14,,
11:36:10:850,Multiple Confirm,19,0,1,4,1987,file:///C:/wikipedia-schools-3.0.1/wp/n/Nintendo.htm,,,,,,,28,1744,213,,0x808080ff,0,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,251.5,441.5,67,19,,
11:36:15:997,Multiple Confirm,19,0,1,6,2675,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1380,,,,,,,1080,213,,0x808080ff,0,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,87.80323029,282.5,131,15,,
11:36:26:704,Multiple Confirm,19,0,1,1,8264,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Air_and_Sea_transport.htm,3580,,,,,,,860,3822,,0x808080ff,0,0,0,0,0,0,0,0,342,211,0,0,0,0,0,0,272.5354156,459,109,14,,
11:36:35:247,Multiple Confirm,19,0,1,3,6112,file:///C:/wikipedia-schools-3.0.1/wp/a/Aircraft.htm,,,,,,,358,4264,1489,,0x808080ff,0,0,0,0,0,0,0,149,748,209,149,0,0,0,0,0,753.5,381.5,53,19,,
11:36:40:426,Multiple Confirm,19,0,1,1,2708,file:///C:/wikipedia-schools-3.0.1/wp/j/Jet_engine.htm,870,,,,,,,1479,359,,0x808080ff,0,0,0,0,0,0,0,0,268,210,0,0,0,0,0,0,669.5546875,250.5,80,19,,
11:36:44:966,Multiple Confirm,19,0,1,2,2013,file:///C:/wikipedia-schools-3.0.1/wp/i/Isaac_Newton.htm,1109,,,,,,,689,213,,0x808080ff,0,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,703.6171875,178.5,68,19,,
11:36:50:403,Multiple Confirm,19,0,1,3,2947,file:///C:/wikipedia-schools-3.0.1/wp/c/Church_of_England.htm,1141,,,,,,,1588,216,,0x808080ff,0,0,0,0,0,0,0,58,274,58,0,216,0,0,0,0,377.6796875,826.5,135,19,,
11:36:55:102,Multiple Confirm,19,0,1,6,2238,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,1104,,,,,,,912,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,220,0,0,0,0,0,88.11529541,242.5,63,15,,
11:37:03:294,Multiple Confirm,19,0,1,4,5743,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,3229,,,,,,,1625,888,,0x808080ff,0,0,0,0,0,0,0,0,243,211,0,0,0,0,0,0,88.45910645,181.5,63,17,,
11:37:20:392,Multiple Confirm,19,0,1,4,14674,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1115,,,,,,,1971,11587,,0x808080ff,0,0,0,0,0,0,0,410,2190,564,410,0,0,0,0,0,88.26295471,502.5,47,15,,
11:37:26:591,Multiple Confirm,19,0,1,2,3762,file:///C:/wikipedia-schools-3.0.1/wp/t/Thermodynamics.htm,2253,,,,,,,1107,401,,0x808080ff,0,0,0,0,0,0,0,0,401,0,401,0,0,0,0,0,280.5,783.5,125,19,,
11:44:41:317,A Posteriori,19,0,1,1,1126,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Economics.htm,431,,,,,,,483,210,,Yellow,0,0,0,0,1,0,0,0,240,0,0,0,0,240,0,0,848.7015381,513,65,14,,
11:44:45:136,A Posteriori,19,0,1,4,1388,file:///C:/wikipedia-schools-3.0.1/wp/c/Capitalism.htm,426,,,,,,,720,240,,Dark Green,0,0,0,0,0,1,0,58,329,0,0,0,0,58,270,0,870.5,395.5,77,19,,
11:44:48:742,A Posteriori,19,0,1,2,1102,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_economy.htm,23,,,,,,,855,223,,Violet,0,0,1,0,0,0,0,0,253,0,0,253,0,0,0,0,599.5703125,338.5,141,19,,
11:44:53:137,A Posteriori,19,0,1,6,1960,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,0,,,,,,,1717,242,,Yellow,0,0,0,0,1,0,0,60,363,0,0,0,60,272,0,0,87.85051346,262.5,55,15,,
11:44:56:872,A Posteriori,19,0,1,6,1289,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,517,,,,,,,525,246,,Dark Orange,0,1,0,0,0,0,0,0,276,0,276,0,0,0,0,0,87.80323029,282.5,131,15,,
11:45:00:533,A Posteriori,19,0,0,4,1227,file:///C:/wikipedia-schools-3.0.1/wp/index/alpha.htm,446,,,,,,,,779,,Dark Green,0,0,0,0,0,1,0,30,321,0,0,0,29,30,261,0,87.87384033,532.5,113,17,,
11:45:04:409,A Posteriori,19,0,1,1,1444,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.htm,436,,,,,,,795,212,,Violet,0,0,1,0,0,0,0,0,241,0,0,241,0,0,0,0,273.4898376,525,47,14,,
11:45:07:996,A Posteriori,19,0,1,4,1147,file:///C:/wikipedia-schools-3.0.1/wp/a/Aquarium.htm,478,,,,,,,426,242,,Yellow,0,0,0,0,1,0,0,0,271,0,0,0,0,271,0,0,699.5,795.5,71,19,,
11:45:11:610,A Posteriori,19,0,1,3,1144,file:///C:/wikipedia-schools-3.0.1/wp/p/Plant.htm,396,,,,,,,537,211,,Yellow,0,0,0,0,1,0,0,30,330,0,30,29,29,240,0,0,749.5234375,178.5,46,19,,
11:45:15:273,A Posteriori,19,0,1,1,1181,file:///C:/wikipedia-schools-3.0.1/wp/a/Aristotle.htm,408,,,,,,,561,211,,Cyan,0,0,0,1,0,0,0,30,272,0,0,30,241,0,0,0,213,457.5,60,19,,
11:45:19:066,A Posteriori,19,0,1,2,1319,file:///C:/wikipedia-schools-3.0.1/wp/l/Logic.htm,529,,,,,,,336,452,,Cyan,0,0,0,1,0,0,0,88,453,0,0,88,272,0,0,0,966.8406372,669,37,16,,
11:45:22:837,A Posteriori,19,0,0,5,1322,file:///C:/wikipedia-schools-3.0.1/wp/b/Bertrand_Russell.htm,421,,,,,,,,901,,Dark Green,0,0,0,0,0,1,0,0,237,0,0,0,0,0,237,0,1015.539063,434.5,121,19,,
11:45:26:680,A Posteriori,19,0,1,4,1410,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAnglicanism.htm,20,,,,,,,1147,242,,Blue,0,0,0,0,0,0,1,119,451,0,0,0,29,29,119,272,694.5,377.5,135,19,,
11:45:30:512,A Posteriori,19,0,1,5,1382,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,505,,,,,,,636,240,,Violet,0,0,1,0,0,0,0,59,329,0,59,270,0,0,0,0,88.19244385,202.5,19,15,,
11:45:34:225,A Posteriori,19,0,1,5,1277,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,412,,,,,,,625,240,,Violet,0,0,1,0,0,0,0,0,270,0,0,270,0,0,0,0,88.04478455,422.5,35,15,,
11:45:37:904,A Posteriori,19,0,1,6,1245,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,419,,,,,,,583,242,,Dark Orange,0,1,0,0,0,0,0,0,272,0,272,0,0,0,0,0,87.97486877,442.5,41,15,,
11:45:41:639,A Posteriori,19,0,1,4,1282,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,495,,,,,,,575,210,,Blue,0,0,0,0,0,0,1,56,296,0,0,0,0,0,56,239,88.45910645,181.5,63,17,,
11:45:46:425,A Posteriori,19,0,1,1,2350,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,997,,,,,,,778,573,,Dark Grey,1,0,0,0,0,0,0,59,510,238,59,0,0,0,0,0,657.0310059,725,65,14,,
11:45:49:905,A Posteriori,19,0,1,1,1050,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.Antarctica.htm,409,,,,,,,425,214,,Violet,0,0,1,0,0,0,0,0,244,0,0,244,0,0,0,0,657.3083496,495,61,14,,
11:45:54:451,A Posteriori,19,0,1,5,2117,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.History.htm,434,,,,,,,1441,240,,Dark Grey,1,0,0,0,0,0,0,0,300,270,0,0,0,0,0,0,87.98978424,342.5,41,15,,
11:45:58:196,A Posteriori,19,0,1,5,1303,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,450,,,,,,,610,242,,Dark Green,0,0,0,0,0,1,0,59,331,0,0,0,0,59,272,0,87.98381805,462.5,41,15,,
11:46:01:715,A Posteriori,19,0,1,3,1087,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253APolitics.htm,458,,,,,,,391,238,,Violet,0,0,1,0,0,0,0,0,268,0,0,268,0,0,0,0,676.5,601.5,99,19,,
11:46:05:506,A Posteriori,19,0,1,2,1347,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_science.htm,383,,,,,,,751,211,,Cyan,0,0,0,1,0,0,0,240,541,0,0,29,240,240,0,0,859.828125,249.5,128,19,,
11:46:09:477,A Posteriori,19,0,1,6,1530,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,425,,,,,,,863,240,,Dark Green,0,0,0,0,0,1,0,204,474,0,0,0,0,204,270,0,88.36573029,402.5,73,15,,
11:46:13:225,A Posteriori,19,0,1,6,1304,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,430,,,,,,,633,240,,Blue,0,0,0,0,0,0,1,37,330,0,0,0,0,37,22,270,88.13080978,222.5,97,15,,
11:46:17:011,A Posteriori,19,0,1,1,1351,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Currency.htm,420,,,,,,,569,361,,Cyan,0,0,0,1,0,0,0,60,360,0,0,0,240,60,0,0,657.2416992,513,55,14,,
11:46:20:592,A Posteriori,19,0,1,2,1153,file:///C:/wikipedia-schools-3.0.1/wp/u/United_States_dollar.htm,460,,,,,,,449,242,,Dark Green,0,0,0,0,0,1,0,60,332,0,0,0,0,60,272,0,637,507.5,142,19,,
11:46:24:439,A Posteriori,19,0,1,3,1306,file:///C:/wikipedia-schools-3.0.1/wp/e/Ecuador.htm,415,,,,,,,638,252,,Dark Grey,1,0,0,0,0,0,0,60,372,282,60,30,0,0,0,0,980.9118652,483,56,16,,
11:46:28:603,A Posteriori,19,0,1,3,1529,file:///C:/wikipedia-schools-3.0.1/wp/s/South_America.htm,524,,,,,,,791,213,,Dark Green,0,0,0,0,0,1,0,61,335,0,0,0,30,61,243,0,583.0703125,283.5,108,19,,
11:46:32:385,A Posteriori,19,0,1,1,1259,file:///C:/wikipedia-schools-3.0.1/wp/l/List_of_sovereign_states_and_dependent_territories_in_South_America.htm,411,,,,,,,636,211,,Violet,0,0,1,0,0,0,0,0,242,0,0,242,0,0,0,0,968.7618408,563,97,16,,
16:43:41:811,Mouse,20,0,1,4,944,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,628,,,,,,,,,315,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,
16:43:45:256,Mouse,20,0,1,1,986,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,801,,,,,,,,,184,,,,,,,,,,,,,,,,,,848.6203003,533,57,14,,
16:43:48:937,Mouse,20,0,1,2,1257,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAsia.htm,746,,,,,,,,,510,,,,,,,,,,,,,,,,,,438,749.5,80,19,,
16:43:52:626,Mouse,20,0,1,3,1236,file:///C:/wikipedia-schools-3.0.1/wp/i/Indus_River.htm,999,,,,,,,,,236,,,,,,,,,,,,,,,,,,799.59375,721.5,90,19,,
16:43:56:026,Mouse,20,0,1,5,865,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,,,,,,,,,,865,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,
16:43:59:943,Mouse,20,0,1,6,1466,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1464,,,,,,,,,1,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,
16:44:04:152,Mouse,20,0,1,1,1778,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Railway_transport.htm,,,,,,,,,,1778,,,,,,,,,,,,,,,,,,848.7721558,459,101,14,,
16:44:07:546,Mouse,20,0,1,3,971,file:///C:/wikipedia-schools-3.0.1/wp/4/4-2-0.htm,719,,,,,,,,,251,,,,,,,,,,,,,,,,,,878,399.5,40,19,,
16:44:11:050,Mouse,20,0,1,5,1063,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,647,,,,,,,,,415,,,,,,,,,,,,,,,,,,87.92285156,482.5,47,15,,
16:44:14:131,Mouse,20,0,1,1,642,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.Philosophy.htm,490,,,,,,,,,151,,,,,,,,,,,,,,,,,,657.383606,459,67,14,,
16:44:17:418,Mouse,20,0,1,6,856,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,496,,,,,,,,,360,,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,
16:44:20:810,Mouse,20,0,1,4,966,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,713,,,,,,,,,252,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,
16:44:24:194,Mouse,20,0,1,4,944,file:///C:/wikipedia-schools-3.0.1/wp/h/History_of_science.htm,456,,,,,,,,,487,,,,,,,,,,,,,,,,,,694.5,643.5,129,19,,
16:44:27:506,Mouse,20,0,1,4,734,file:///C:/wikipedia-schools-3.0.1/wp/m/Middle_Ages.htm,586,,,,,,,,,147,,,,,,,,,,,,,,,,,,410.84375,674.5,91,19,,
16:44:30:658,Mouse,20,0,1,4,564,file:///C:/wikipedia-schools-3.0.1/wp/b/Byzantine_Empire.htm,245,,,,,,,,,318,,,,,,,,,,,,,,,,,,476.4375,522.5,128,19,,
16:44:34:555,Mouse,20,0,1,6,1241,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,645,,,,,,,,,595,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,
16:44:37:797,Mouse,20,0,1,5,793,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,554,,,,,,,,,238,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,
16:44:41:074,Mouse,20,0,1,3,842,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAncient_Egypt.htm,576,,,,,,,,,265,,,,,,,,,,,,,,,,,,700.5,349.5,147,19,,
16:44:44:404,Mouse,20,0,1,1,865,file:///C:/wikipedia-schools-3.0.1/wp/e/Egypt.htm,658,,,,,,,,,206,,,,,,,,,,,,,,,,,,683.65625,276.5,44,19,,
16:44:47:915,Mouse,20,0,1,1,928,file:///C:/wikipedia-schools-3.0.1/wp/a/Arabic_language.htm,706,,,,,,,,,221,,,,,,,,,,,,,,,,,,542.15625,188.5,49,19,,
16:44:51:484,Mouse,20,0,1,7,1007,file:///C:/wikipedia-schools-3.0.1/wp/c/Chad.htm,670,,,,,,,,,337,,,,,,,,,,,,,,,,,,946.9699707,423,37,16,,
16:44:54:860,Mouse,20,0,1,2,834,file:///C:/wikipedia-schools-3.0.1/wp/d/Desert.htm,,,,,,,,,,834,,,,,,,,,,,,,,,,,,670.875,340.5,47,19,,
16:44:58:508,Mouse,20,0,1,2,1178,file:///C:/wikipedia-schools-3.0.1/wp/d/Dune.htm,1003,,,,,,,,,174,,,,,,,,,,,,,,,,,,686.3984375,768.5,89,19,,
16:45:02:004,Mouse,20,0,1,6,1041,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,
16:45:05:868,Mouse,20,0,1,1,1399,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.Chemists.htm,684,,,,,,,,,715,,,,,,,,,,,,,,,,,,848.5914307,513,55,14,,
16:45:09:140,Mouse,20,0,1,6,842,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,613,,,,,,,,,228,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,
16:45:12:717,Mouse,20,0,1,6,1138,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,384,,,,,,,,,753,,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,
16:45:16:452,Mouse,20,0,1,5,1300,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,
16:45:20:082,Mouse,20,0,1,5,1193,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,489,,,,,,,,,703,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,
16:45:23:324,Mouse,20,0,1,6,804,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,598,,,,,,,,,206,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,
16:50:01:355,Touch Eye Dynamic,20,0,1,6,1437,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,,,,,,,524,710,202,,Dark Green,1,1,0,1,1,1,0,84,367,0,0,84,54,27,201,0,88.14930725,362.5,131,15,,
16:50:05:191,Touch Eye Dynamic,20,0,1,5,1391,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,,,,,,,447,655,287,,Dark Green,1,1,0,1,1,1,1,142,484,0,0,142,28,56,227,0,87.98381805,462.5,41,15,,
16:50:09:352,Touch Eye Dynamic,20,0,1,8,1727,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AEarly_Modern_Britain.htm,,,,,,,442,1083,201,,Blue,0,1,1,1,0,0,1,200,543,0,0,0,0,28,314,200,315,461.5,194,19,,
16:50:14:074,Touch Eye Dynamic,20,0,1,1,2275,file:///C:/wikipedia-schools-3.0.1/wp/j/John_Locke.htm,,,,,,,1334,737,203,,Violet,0,1,1,0,0,0,0,28,231,0,0,203,28,0,0,0,514.5234375,684.5,45,19,,
16:50:17:937,Touch Eye Dynamic,20,0,1,3,1408,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_philosophy.htm,,,,,,,485,718,204,,Violet,0,0,1,1,0,0,0,88,292,0,0,203,88,0,0,0,953,566,122,16,,
16:50:22:078,Touch Eye Dynamic,20,0,1,6,1677,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,,,,,,,487,643,545,,Yellow,1,1,1,1,1,0,1,143,486,0,0,27,29,228,143,0,88.11529541,242.5,63,15,,
16:50:26:006,Touch Eye Dynamic,20,0,1,6,1486,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,,,,,,,427,851,206,,Dark Green,1,0,1,1,0,1,1,56,345,0,0,55,56,27,205,0,88.45417786,382.5,133,15,,
16:50:29:568,Touch Eye Dynamic,20,0,1,2,1121,file:///C:/wikipedia-schools-3.0.1/wp/l/Language.htm,,,,,,,468,447,205,,Yellow,1,0,0,0,1,1,0,0,204,0,0,0,0,204,0,0,255,713.5,74,19,,
16:50:39:313,Touch Eye Dynamic,20,0,1,3,6236,file:///C:/wikipedia-schools-3.0.1/wp/h/Human.htm,,,,,,,5286,739,209,,Violet,0,0,1,1,1,0,0,0,208,0,0,208,0,0,0,0,517.6953125,154.5,52,19,,
16:50:43:453,Touch Eye Dynamic,20,0,1,3,1641,file:///C:/wikipedia-schools-3.0.1/wp/a/Animal.htm,,,,,,,673,760,207,,Cyan,0,0,1,1,0,0,0,88,353,0,0,0,206,58,88,0,999,836.5,64,19,,
16:50:47:238,Touch Eye Dynamic,20,0,1,5,1322,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,,,,,,,476,640,205,,Dark Green,1,1,0,1,1,1,1,58,320,0,0,29,58,28,203,0,88.04478455,422.5,35,15,,
16:50:51:034,Touch Eye Dynamic,20,0,0,6,1361,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,,,,,,,438,,923,,Dark Orange,1,1,1,1,0,1,1,86,375,0,204,86,83,0,0,0,87.97486877,442.5,41,15,,
16:50:54:610,Touch Eye Dynamic,20,0,1,4,1147,file:///C:/wikipedia-schools-3.0.1/wp/c/Classical_mechanics.htm,,,,,,,452,490,203,,Yellow,1,0,1,1,1,1,0,0,202,0,0,0,0,202,0,0,907.5,695.5,147,19,,
16:50:58:270,Touch Eye Dynamic,20,0,1,5,1175,file:///C:/wikipedia-schools-3.0.1/wp/m/Momentum.htm,,,,,,,460,486,227,,Cyan,1,1,0,1,1,1,0,0,226,0,0,0,226,0,0,0,961.6347046,558,74,16,,
16:51:02:344,Touch Eye Dynamic,20,0,1,3,1569,file:///C:/wikipedia-schools-3.0.1/wp/t/Time.htm,,,,,,,480,887,201,,Blue,0,0,1,0,0,0,1,199,542,0,0,0,114,28,199,200,940.6230469,551,34,16,,
16:51:06:380,Touch Eye Dynamic,20,0,1,4,1509,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,,,,,,,574,707,227,,Violet,1,1,1,1,1,0,1,112,338,0,0,226,112,0,0,0,88.26295471,502.5,47,15,,
16:51:10:365,Touch Eye Dynamic,20,0,1,5,1547,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.History.htm,,,,,,,457,632,456,,Yellow,0,1,1,1,1,1,0,199,512,0,0,0,56,199,200,0,87.98978424,342.5,41,15,,
16:51:13:951,Touch Eye Dynamic,20,0,1,5,1138,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,,,,,,,425,486,226,,Violet,1,1,1,1,0,1,1,0,225,0,0,225,0,0,0,0,87.92285156,482.5,47,15,,
